member_id,publication_year,publication_count,publications_with_keywords
mem_29212b7883,2026,1,1
mem_2a3fddd6a7,1999,1,0
mem_2a3fddd6a7,2003,3,0
mem_2a3fddd6a7,2005,6,0
mem_2a3fddd6a7,2006,5,4
mem_2a3fddd6a7,2007,4,1
mem_2a3fddd6a7,2008,2,1
mem_2a3fddd6a7,2009,4,2
mem_2a3fddd6a7,2010,4,2
mem_2a3fddd6a7,2011,5,2
mem_2a3fddd6a7,2012,3,0
mem_2a3fddd6a7,2013,9,4
mem_2a3fddd6a7,2014,10,6
mem_2a3fddd6a7,2015,6,4
mem_2a3fddd6a7,2016,13,5
mem_2a3fddd6a7,2017,11,9
mem_2a3fddd6a7,2018,17,12
mem_2a3fddd6a7,2019,5,2
mem_2a3fddd6a7,2020,9,6
mem_2a3fddd6a7,2021,12,9
mem_2a3fddd6a7,2022,14,7
mem_2a3fddd6a7,2023,3,3
mem_2a3fddd6a7,2024,8,3
mem_2a3fddd6a7,2025,8,8
mem_2a3fddd6a7,2026,8,4
mem_2b62d32b15,2006,1,1
mem_2b62d32b15,2008,2,2
mem_2b62d32b15,2009,1,0
mem_2b62d32b15,2010,1,0
mem_2b62d32b15,2011,1,1
mem_2b62d32b15,2014,3,0
mem_2b62d32b15,2017,2,0
mem_2b62d32b15,2018,1,1
mem_2b62d32b15,2019,2,2
mem_2b62d32b15,2020,3,2
mem_2b62d32b15,2021,3,3
mem_2b62d32b15,2022,4,4
mem_2b62d32b15,2023,4,3
mem_2b62d32b15,2024,2,2
mem_2b62d32b15,2025,4,3
mem_2b973efd83,1984,1,0
mem_2b973efd83,1988,1,1
mem_2b973efd83,1991,1,1
mem_2b973efd83,1992,1,1
mem_2b973efd83,1993,4,4
mem_2b973efd83,1994,2,1
mem_2b973efd83,1998,1,1
mem_2b973efd83,1999,1,1
mem_2b973efd83,2000,2,1
mem_2b973efd83,2002,3,2
mem_2b973efd83,2003,8,6
mem_2b973efd83,2004,7,5
mem_2b973efd83,2005,5,5
mem_2b973efd83,2006,1,1
mem_2b973efd83,2007,3,1
mem_2b973efd83,2008,3,3
mem_2b973efd83,2009,3,3
mem_2b973efd83,2010,4,4
mem_2b973efd83,2011,2,2
mem_2b973efd83,2012,2,1
mem_2b973efd83,2013,4,3
mem_2b973efd83,2014,4,3
mem_2b973efd83,2015,4,3
mem_2b973efd83,2016,1,1
mem_2b973efd83,2017,6,5
mem_2b973efd83,2018,3,3
mem_2b973efd83,2020,4,4
mem_2b973efd83,2022,1,1
mem_2b973efd83,2023,2,2
mem_2bd0db628a,2009,1,1
mem_2bd0db628a,2015,1,0
mem_2bd0db628a,2017,4,3
mem_2bd0db628a,2018,2,1
mem_2bd0db628a,2019,4,3
mem_2bd0db628a,2020,4,3
mem_2bd0db628a,2021,8,5
mem_2bd0db628a,2022,10,5
mem_2bd0db628a,2023,7,6
mem_2bd0db628a,2024,3,2
mem_2bd0db628a,2025,2,1
mem_2bd0db628a,2026,2,1
mem_2fc1b1d132,2017,1,0
mem_3146e74c2b,1989,1,1
mem_3146e74c2b,1991,1,0
mem_3146e74c2b,1992,2,2
mem_3146e74c2b,1993,1,0
mem_3146e74c2b,1994,1,0
mem_3146e74c2b,1996,1,0
mem_3146e74c2b,2000,1,0
mem_3146e74c2b,2001,2,1
mem_3146e74c2b,2002,1,1
mem_3146e74c2b,2003,1,0
mem_3146e74c2b,2004,2,2
mem_3146e74c2b,2005,4,2
mem_3146e74c2b,2006,2,2
mem_3146e74c2b,2007,2,0
mem_3146e74c2b,2008,2,0
mem_3146e74c2b,2009,3,3
mem_3146e74c2b,2010,2,2
mem_3146e74c2b,2011,9,9
mem_3146e74c2b,2012,13,7
mem_3146e74c2b,2013,3,2
mem_3146e74c2b,2014,10,6
mem_3146e74c2b,2015,6,4
mem_3146e74c2b,2016,10,6
mem_3146e74c2b,2017,14,13
mem_3146e74c2b,2018,1,1
mem_3146e74c2b,2019,11,9
mem_3146e74c2b,2020,9,6
mem_3146e74c2b,2021,5,5
mem_3146e74c2b,2022,4,4
mem_3146e74c2b,2023,3,3
mem_3146e74c2b,2024,6,6
mem_3146e74c2b,2025,8,7
mem_3146e74c2b,2026,5,5
mem_32fb421d6b,2002,1,0
mem_32fb421d6b,2004,2,2
mem_32fb421d6b,2005,1,1
mem_32fb421d6b,2006,4,2
mem_32fb421d6b,2007,4,1
mem_32fb421d6b,2008,1,1
mem_32fb421d6b,2009,2,1
mem_32fb421d6b,2010,3,3
mem_32fb421d6b,2011,1,0
mem_32fb421d6b,2012,5,4
mem_32fb421d6b,2013,7,4
mem_32fb421d6b,2014,5,4
mem_32fb421d6b,2015,3,2
mem_32fb421d6b,2016,6,3
mem_32fb421d6b,2017,3,2
mem_32fb421d6b,2018,3,2
mem_32fb421d6b,2019,9,8
mem_32fb421d6b,2020,6,6
mem_32fb421d6b,2021,5,5
mem_32fb421d6b,2022,7,6
mem_32fb421d6b,2023,7,6
mem_32fb421d6b,2024,9,8
mem_32fb421d6b,2025,7,6
mem_32fb421d6b,2026,9,6
mem_338f9f338e,2014,1,0
mem_338f9f338e,2015,1,1
mem_338f9f338e,2016,1,1
mem_338f9f338e,2017,2,1
mem_338f9f338e,2019,1,1
mem_338f9f338e,2020,1,0
mem_338f9f338e,2021,3,3
mem_338f9f338e,2022,3,2
mem_338f9f338e,2023,2,2
mem_338f9f338e,2024,3,3
mem_338f9f338e,2025,5,5
mem_338f9f338e,2026,2,1
mem_33d5559424,2010,1,1
mem_33d5559424,2013,1,0
mem_33d5559424,2014,3,3
mem_33d5559424,2015,4,3
mem_33d5559424,2016,4,4
mem_33d5559424,2017,2,1
mem_33d5559424,2018,2,2
mem_33d5559424,2019,2,2
mem_33d5559424,2020,2,2
mem_33d5559424,2021,2,2
mem_33d5559424,2022,4,4
mem_33d5559424,2023,2,2
mem_33d5559424,2024,2,1
mem_33d5559424,2025,6,6
mem_33d5559424,2026,3,1
mem_3453676d84,2003,1,1
mem_3453676d84,2004,1,0
mem_3453676d84,2005,2,1
mem_3453676d84,2006,2,2
mem_3453676d84,2007,1,1
mem_3453676d84,2008,1,0
mem_3453676d84,2011,2,0
mem_3453676d84,2012,3,2
mem_3453676d84,2013,1,1
mem_3453676d84,2015,2,1
mem_3453676d84,2016,2,2
mem_3453676d84,2017,1,1
mem_3453676d84,2019,3,1
mem_3453676d84,2020,1,1
mem_3453676d84,2021,4,3
mem_3453676d84,2022,1,1
mem_3453676d84,2023,1,1
mem_3453676d84,2024,4,0
mem_3453676d84,2026,1,1
mem_35a08188c0,1995,1,0
mem_35a08188c0,1996,2,0
mem_35a08188c0,1997,2,1
mem_35a08188c0,1998,2,2
mem_35a08188c0,2000,4,4
mem_35a08188c0,2002,3,3
mem_35a08188c0,2003,2,1
mem_35a08188c0,2004,1,0
mem_35a08188c0,2005,4,2
mem_35a08188c0,2007,5,4
mem_35a08188c0,2008,5,3
mem_35a08188c0,2009,2,2
mem_35a08188c0,2010,2,1
mem_35a08188c0,2011,2,2
mem_35a08188c0,2012,4,4
mem_35a08188c0,2013,2,2
mem_35a08188c0,2014,3,3
mem_35a08188c0,2015,2,2
mem_35a08188c0,2016,5,4
mem_35a08188c0,2017,3,3
mem_35a08188c0,2018,3,3
mem_35a08188c0,2019,2,2
mem_35a08188c0,2020,2,2
mem_35a08188c0,2021,6,5
mem_35a08188c0,2022,3,3
mem_35a08188c0,2023,3,2
mem_35a08188c0,2024,1,1
mem_35a08188c0,2025,3,2
mem_35a08188c0,2026,1,1
mem_36447b4ebf,2000,1,0
mem_36447b4ebf,2001,1,0
mem_36447b4ebf,2002,7,1
mem_36447b4ebf,2003,4,0
mem_36447b4ebf,2004,5,1
mem_36447b4ebf,2005,2,0
mem_36447b4ebf,2006,2,0
mem_36447b4ebf,2007,2,0
mem_36447b4ebf,2008,4,0
mem_36447b4ebf,2009,3,0
mem_36447b4ebf,2010,6,0
mem_36447b4ebf,2011,5,0
mem_36447b4ebf,2012,3,0
mem_36447b4ebf,2013,8,2
mem_36447b4ebf,2014,6,3
mem_36447b4ebf,2015,2,1
mem_36447b4ebf,2016,4,1
mem_36447b4ebf,2017,4,0
mem_36447b4ebf,2018,6,1
mem_36447b4ebf,2019,3,1
mem_36447b4ebf,2020,2,0
mem_36447b4ebf,2021,7,3
mem_36447b4ebf,2022,6,3
mem_36447b4ebf,2023,7,1
mem_36447b4ebf,2024,9,4
mem_36447b4ebf,2025,4,2
mem_37b64942a2,1996,2,1
mem_37b64942a2,1997,3,0
mem_37b64942a2,1999,1,0
mem_37b64942a2,2001,1,1
mem_37b64942a2,2002,2,1
mem_37b64942a2,2003,2,1
mem_37b64942a2,2005,5,4
mem_37b64942a2,2006,2,2
mem_37b64942a2,2007,4,4
mem_37b64942a2,2008,6,4
mem_37b64942a2,2009,4,3
mem_37b64942a2,2010,2,0
mem_37b64942a2,2011,4,3
mem_37b64942a2,2012,2,1
mem_37b64942a2,2013,1,1
mem_37b64942a2,2014,1,1
mem_37b64942a2,2015,6,4
mem_37b64942a2,2016,1,0
mem_37b64942a2,2017,2,2
mem_37b64942a2,2018,2,2
mem_37b64942a2,2019,3,2
mem_37b64942a2,2020,6,3
mem_37b64942a2,2021,4,3
mem_37b64942a2,2022,4,3
mem_37b64942a2,2023,4,3
mem_37b64942a2,2024,3,2
mem_37b64942a2,2025,3,3
mem_37b64942a2,2026,9,9
mem_37dd23d078,2013,1,0
mem_37dd23d078,2014,1,1
mem_37dd23d078,2015,5,4
mem_37dd23d078,2016,3,2
mem_37dd23d078,2017,5,5
mem_37dd23d078,2018,4,3
mem_37dd23d078,2019,4,3
mem_37dd23d078,2020,6,5
mem_37dd23d078,2021,5,4
mem_37dd23d078,2022,5,1
mem_37dd23d078,2023,7,5
mem_37dd23d078,2024,11,7
mem_37dd23d078,2025,17,15
mem_37dd23d078,2026,14,13
mem_3873666ecc,2000,1,0
mem_3873666ecc,2003,2,0
mem_3873666ecc,2004,2,0
mem_3873666ecc,2006,1,0
mem_3873666ecc,2007,4,1
mem_3873666ecc,2008,2,0
mem_3873666ecc,2009,3,3
mem_3873666ecc,2010,5,2
mem_3873666ecc,2011,5,0
mem_3873666ecc,2012,1,0
mem_3873666ecc,2013,2,1
mem_3873666ecc,2014,6,5
mem_3873666ecc,2015,5,4
mem_3873666ecc,2016,3,2
mem_3873666ecc,2017,2,2
mem_3873666ecc,2018,2,2
mem_3873666ecc,2019,5,4
mem_3873666ecc,2020,5,5
mem_3873666ecc,2021,6,5
mem_3873666ecc,2022,13,10
mem_3873666ecc,2023,6,6
mem_3873666ecc,2024,10,5
mem_3873666ecc,2025,12,6
mem_3873666ecc,2026,2,1
mem_38fab37327,2008,1,0
mem_38fab37327,2010,2,2
mem_38fab37327,2011,1,1
mem_38fab37327,2012,2,2
mem_38fab37327,2013,5,5
mem_38fab37327,2014,4,3
mem_38fab37327,2015,11,10
mem_38fab37327,2016,11,9
mem_38fab37327,2017,18,14
mem_38fab37327,2018,17,13
mem_38fab37327,2019,20,14
mem_38fab37327,2020,13,10
mem_38fab37327,2021,22,19
mem_38fab37327,2022,18,14
mem_38fab37327,2023,22,16
mem_38fab37327,2024,20,19
mem_38fab37327,2025,29,23
mem_38fab37327,2026,21,20
mem_39fb2e4858,1990,1,0
mem_39fb2e4858,1993,1,0
mem_39fb2e4858,1994,2,0
mem_39fb2e4858,1996,3,0
mem_39fb2e4858,1997,2,1
mem_39fb2e4858,1998,1,0
mem_39fb2e4858,1999,2,2
mem_39fb2e4858,2000,6,3
mem_39fb2e4858,2001,3,1
mem_39fb2e4858,2002,5,1
mem_39fb2e4858,2003,3,1
mem_39fb2e4858,2004,7,1
mem_39fb2e4858,2005,3,0
mem_39fb2e4858,2006,5,1
mem_39fb2e4858,2007,9,3
mem_39fb2e4858,2008,9,4
mem_39fb2e4858,2009,3,2
mem_39fb2e4858,2010,1,1
mem_39fb2e4858,2011,9,5
mem_39fb2e4858,2012,9,6
mem_39fb2e4858,2013,7,5
mem_39fb2e4858,2014,11,7
mem_39fb2e4858,2015,8,4
mem_39fb2e4858,2016,9,5
mem_39fb2e4858,2017,7,1
mem_39fb2e4858,2018,8,7
mem_39fb2e4858,2019,13,10
mem_39fb2e4858,2020,14,8
mem_39fb2e4858,2021,17,12
mem_39fb2e4858,2022,14,13
mem_39fb2e4858,2023,25,19
mem_39fb2e4858,2024,9,8
mem_39fb2e4858,2025,12,10
mem_39fb2e4858,2026,3,2
mem_3a1d20823e,2015,1,0
mem_3a1d20823e,2017,4,2
mem_3a1d20823e,2018,3,2
mem_3a1d20823e,2019,1,1
mem_3a1d20823e,2020,5,3
mem_3a1d20823e,2021,6,3
mem_3a1d20823e,2022,8,7
mem_3a1d20823e,2023,2,2
mem_3a1d20823e,2024,8,8
mem_3a1d20823e,2025,5,5
mem_3a1d20823e,2026,3,3
mem_3a936b52e4,2009,1,1
mem_3a936b52e4,2010,1,0
mem_3a936b52e4,2012,1,0
mem_3a936b52e4,2014,4,3
mem_3a936b52e4,2015,1,1
mem_3a936b52e4,2016,4,3
mem_3a936b52e4,2017,6,5
mem_3a936b52e4,2018,8,8
mem_3a936b52e4,2019,6,5
mem_3a936b52e4,2020,16,16
mem_3a936b52e4,2021,20,17
mem_3a936b52e4,2022,18,13
mem_3a936b52e4,2023,24,19
mem_3a936b52e4,2024,26,24
mem_3a936b52e4,2025,30,29
mem_3a936b52e4,2026,20,15
mem_3cc315d4d3,1992,1,0
mem_3cc315d4d3,1993,4,0
mem_3cc315d4d3,1994,5,1
mem_3cc315d4d3,1995,2,1
mem_3cc315d4d3,1996,5,4
mem_3cc315d4d3,1997,2,1
mem_3cc315d4d3,1998,4,1
mem_3cc315d4d3,1999,8,2
mem_3cc315d4d3,2000,7,1
mem_3cc315d4d3,2001,14,6
mem_3cc315d4d3,2002,8,3
mem_3cc315d4d3,2003,15,4
mem_3cc315d4d3,2004,13,3
mem_3cc315d4d3,2005,12,7
mem_3cc315d4d3,2006,21,10
mem_3cc315d4d3,2007,9,2
mem_3cc315d4d3,2008,17,6
mem_3cc315d4d3,2009,10,5
mem_3cc315d4d3,2010,14,5
mem_3cc315d4d3,2011,12,7
mem_3cc315d4d3,2012,19,11
mem_3cc315d4d3,2013,12,7
mem_3cc315d4d3,2014,18,12
mem_3cc315d4d3,2015,20,14
mem_3cc315d4d3,2016,12,11
mem_3cc315d4d3,2017,18,12
mem_3cc315d4d3,2018,12,8
mem_3cc315d4d3,2019,25,21
mem_3cc315d4d3,2020,12,8
mem_3cc315d4d3,2021,18,16
mem_3cc315d4d3,2022,24,18
mem_3cc315d4d3,2023,10,9
mem_3cc315d4d3,2024,25,19
mem_3cc315d4d3,2025,14,11
mem_3cc315d4d3,2026,9,7
mem_3d341c6e6a,2000,1,1
mem_3d341c6e6a,2001,3,3
mem_3d341c6e6a,2002,2,2
mem_3d341c6e6a,2003,1,1
mem_3d341c6e6a,2004,6,4
mem_3d341c6e6a,2005,7,3
mem_3d341c6e6a,2006,1,0
mem_3d341c6e6a,2007,3,1
mem_3d341c6e6a,2008,5,5
mem_3d341c6e6a,2009,3,1
mem_3d341c6e6a,2010,3,3
mem_3d341c6e6a,2011,4,4
mem_3d341c6e6a,2012,3,3
mem_3d341c6e6a,2013,6,6
mem_3d341c6e6a,2014,13,9
mem_3d341c6e6a,2015,3,1
mem_3d341c6e6a,2016,10,7
mem_3d341c6e6a,2017,7,5
mem_3d341c6e6a,2018,7,5
mem_3d341c6e6a,2019,7,5
mem_3d341c6e6a,2020,10,6
mem_3d341c6e6a,2021,6,4
mem_3d341c6e6a,2022,14,12
mem_3d341c6e6a,2023,7,7
mem_3d341c6e6a,2024,5,5
mem_3d341c6e6a,2025,10,10
mem_3d341c6e6a,2026,3,3
mem_3dd7b96dcd,2001,3,1
mem_3dd7b96dcd,2002,2,1
mem_3dd7b96dcd,2003,1,0
mem_3dd7b96dcd,2004,3,3
mem_3dd7b96dcd,2005,3,2
mem_3dd7b96dcd,2006,2,2
mem_3dd7b96dcd,2007,5,3
mem_3dd7b96dcd,2008,1,0
mem_3dd7b96dcd,2009,1,0
mem_3dd7b96dcd,2011,4,2
mem_3dd7b96dcd,2012,3,1
mem_3dd7b96dcd,2013,5,4
mem_3dd7b96dcd,2014,4,4
mem_3dd7b96dcd,2015,2,2
mem_3dd7b96dcd,2016,5,2
mem_3dd7b96dcd,2017,3,3
mem_3dd7b96dcd,2018,4,4
mem_3dd7b96dcd,2019,3,2
mem_3dd7b96dcd,2020,6,6
mem_3dd7b96dcd,2021,7,7
mem_3dd7b96dcd,2022,4,4
mem_3dd7b96dcd,2023,1,1
mem_3dd7b96dcd,2024,6,4
mem_3dd7b96dcd,2025,6,4
mem_3dd7b96dcd,2026,3,2
mem_3e0e98847e,1998,2,0
mem_3e0e98847e,1999,2,1
mem_3e0e98847e,2002,1,1
mem_3e0e98847e,2004,1,1
mem_3e0e98847e,2006,3,3
mem_3e0e98847e,2007,4,3
mem_3e0e98847e,2008,3,1
mem_3e0e98847e,2009,8,6
mem_3e0e98847e,2010,8,4
mem_3e0e98847e,2011,5,4
mem_3e0e98847e,2012,7,6
mem_3e0e98847e,2013,11,7
mem_3e0e98847e,2014,11,8
mem_3e0e98847e,2015,10,7
mem_3e0e98847e,2016,17,16
mem_3e0e98847e,2017,15,12
mem_3e0e98847e,2018,11,9
mem_3e0e98847e,2019,14,12
mem_3e0e98847e,2020,9,7
mem_3e0e98847e,2021,14,14
mem_3e0e98847e,2022,15,12
mem_3e0e98847e,2023,15,14
mem_3e0e98847e,2024,10,8
mem_3e0e98847e,2025,15,12
mem_3e0e98847e,2026,5,3
mem_3e0ef14a60,2006,1,0
mem_3e0ef14a60,2007,1,1
mem_3e0ef14a60,2010,1,1
mem_3e0ef14a60,2012,1,1
mem_3e0ef14a60,2013,1,0
mem_3e0ef14a60,2014,2,2
mem_3e0ef14a60,2015,1,1
mem_3e0ef14a60,2017,1,1
mem_3e0ef14a60,2018,3,2
mem_3e0ef14a60,2019,1,0
mem_3e0ef14a60,2020,1,1
mem_3e0ef14a60,2021,4,3
mem_3e0ef14a60,2022,3,3
mem_3e0ef14a60,2023,6,4
mem_3e0ef14a60,2024,2,2
mem_3e0ef14a60,2026,4,4
mem_3f1cca7ee5,2009,1,1
mem_3f1cca7ee5,2010,2,2
mem_3f1cca7ee5,2011,2,2
mem_3f1cca7ee5,2012,5,4
mem_3f1cca7ee5,2013,1,1
mem_3f1cca7ee5,2014,1,1
mem_3f1cca7ee5,2015,2,2
mem_3f1cca7ee5,2016,1,1
mem_3f1cca7ee5,2017,2,2
mem_3f1cca7ee5,2018,11,7
mem_3f1cca7ee5,2019,8,8
mem_3f1cca7ee5,2020,4,4
mem_3f1cca7ee5,2021,8,6
mem_3f1cca7ee5,2022,11,8
mem_3f1cca7ee5,2023,7,6
mem_3f1cca7ee5,2024,6,5
mem_3f1cca7ee5,2025,6,6
mem_3f1cca7ee5,2026,6,6
mem_3f62008a1f,2008,2,1
mem_3f62008a1f,2009,2,1
mem_3f62008a1f,2010,1,1
mem_3f62008a1f,2013,2,2
mem_3f62008a1f,2014,2,2
mem_3f62008a1f,2017,1,1
mem_3f62008a1f,2022,1,1
mem_3f62008a1f,2023,2,1
mem_3f62008a1f,2024,1,1
mem_3f62008a1f,2025,1,1
mem_3f62008a1f,2026,4,4
mem_3faa6c8292,2003,1,1
mem_3faa6c8292,2004,4,0
mem_3faa6c8292,2005,1,0
mem_3faa6c8292,2006,2,0
mem_3faa6c8292,2007,2,1
mem_3faa6c8292,2008,3,1
mem_3faa6c8292,2009,6,5
mem_3faa6c8292,2010,2,0
mem_3faa6c8292,2011,12,2
mem_3faa6c8292,2012,10,3
mem_3faa6c8292,2013,2,0
mem_3faa6c8292,2014,1,0
mem_3faa6c8292,2015,8,1
mem_3faa6c8292,2016,6,3
mem_3faa6c8292,2017,3,1
mem_3faa6c8292,2018,4,3
mem_3faa6c8292,2019,6,4
mem_3faa6c8292,2020,3,1
mem_3faa6c8292,2021,5,2
mem_3faa6c8292,2022,2,2
mem_3faa6c8292,2023,4,4
mem_3faa6c8292,2024,7,7
mem_3faa6c8292,2025,11,5
mem_3faa6c8292,2026,4,4
mem_4029403411,2007,2,0
mem_4029403411,2008,2,0
mem_4029403411,2009,3,3
mem_4029403411,2010,2,1
mem_4029403411,2011,2,2
mem_4029403411,2012,1,1
mem_4029403411,2014,1,0
mem_4029403411,2015,2,1
mem_4029403411,2016,4,0
mem_4029403411,2017,2,2
mem_4029403411,2018,1,0
mem_4029403411,2019,4,4
mem_4029403411,2020,3,3
mem_4029403411,2021,1,1
mem_4029403411,2022,1,1
mem_4029403411,2023,6,6
mem_4029403411,2024,6,5
mem_4029403411,2025,2,2
mem_4029403411,2026,1,1
mem_4031282ea1,1989,1,1
mem_4031282ea1,1991,5,2
mem_4031282ea1,1992,2,1
mem_4031282ea1,1993,4,2
mem_4031282ea1,1994,1,1
mem_4031282ea1,1995,7,5
mem_4031282ea1,1996,7,5
mem_4031282ea1,1997,9,2
mem_4031282ea1,1998,5,4
mem_4031282ea1,1999,5,3
mem_4031282ea1,2000,5,3
mem_4031282ea1,2001,3,1
mem_4031282ea1,2002,5,2
mem_4031282ea1,2003,9,5
mem_4031282ea1,2004,6,3
mem_4031282ea1,2005,7,3
mem_4031282ea1,2007,2,1
mem_4031282ea1,2008,1,1
mem_4031282ea1,2009,6,4
mem_4031282ea1,2010,4,4
mem_4031282ea1,2011,10,8
mem_4031282ea1,2012,7,5
mem_4031282ea1,2013,6,4
mem_4031282ea1,2014,6,4
mem_4031282ea1,2015,14,5
mem_4031282ea1,2016,5,2
mem_4031282ea1,2017,2,2
mem_4031282ea1,2018,7,6
mem_4031282ea1,2019,3,2
mem_4031282ea1,2020,6,2
mem_4031282ea1,2021,9,6
mem_4031282ea1,2022,9,8
mem_4031282ea1,2023,11,10
mem_4031282ea1,2024,4,4
mem_4031282ea1,2025,9,9
mem_4031282ea1,2026,3,3
mem_405555556d,1994,1,0
mem_405555556d,1997,1,0
mem_405555556d,1999,3,3
mem_405555556d,2001,1,1
mem_405555556d,2003,3,1
mem_405555556d,2005,5,2
mem_405555556d,2006,5,5
mem_405555556d,2007,4,3
mem_405555556d,2008,1,1
mem_405555556d,2009,5,5
mem_405555556d,2010,7,2
mem_405555556d,2011,10,5
mem_405555556d,2012,7,5
mem_405555556d,2013,19,11
mem_405555556d,2014,19,12
mem_405555556d,2015,21,9
mem_405555556d,2016,15,12
mem_405555556d,2017,17,12
mem_405555556d,2018,25,20
mem_405555556d,2019,14,12
mem_405555556d,2020,23,19
mem_405555556d,2021,37,30
mem_405555556d,2022,38,31
mem_405555556d,2023,41,34
mem_405555556d,2024,34,25
mem_405555556d,2025,49,44
mem_405555556d,2026,23,18
mem_40840edc6a,1984,1,1
mem_40840edc6a,1985,1,0
mem_40840edc6a,1986,1,0
mem_40840edc6a,1990,2,1
mem_40840edc6a,1991,2,2
mem_40840edc6a,1992,3,2
mem_40840edc6a,1993,5,0
mem_40840edc6a,1994,1,1
mem_40840edc6a,1995,1,0
mem_40840edc6a,1996,3,2
mem_40840edc6a,1997,7,5
mem_40840edc6a,1998,6,4
mem_40840edc6a,1999,4,3
mem_40840edc6a,2000,1,1
mem_40840edc6a,2001,4,1
mem_40840edc6a,2002,5,3
mem_40840edc6a,2003,12,10
mem_40840edc6a,2004,7,5
mem_40840edc6a,2005,12,6
mem_40840edc6a,2006,11,7
mem_40840edc6a,2007,10,7
mem_40840edc6a,2008,19,15
mem_40840edc6a,2009,7,5
mem_40840edc6a,2010,6,3
mem_40840edc6a,2011,7,5
mem_40840edc6a,2012,17,14
mem_40840edc6a,2013,23,14
mem_40840edc6a,2014,20,17
mem_40840edc6a,2015,28,22
mem_40840edc6a,2016,20,13
mem_40840edc6a,2017,15,11
mem_40840edc6a,2018,27,18
mem_40840edc6a,2019,32,29
mem_40840edc6a,2020,29,20
mem_40840edc6a,2021,35,31
mem_40840edc6a,2022,23,20
mem_40840edc6a,2023,21,17
mem_40840edc6a,2024,28,23
mem_40840edc6a,2025,35,21
mem_40840edc6a,2026,14,11
mem_414b7b0e40,2003,1,1
mem_414b7b0e40,2006,2,0
mem_414b7b0e40,2017,1,0
mem_414b7b0e40,2020,1,1
mem_414b7b0e40,2021,3,3
mem_414b7b0e40,2022,2,1
mem_414b7b0e40,2023,2,2
mem_414b7b0e40,2024,1,1
mem_414b7b0e40,2025,2,2
mem_414b7b0e40,2026,2,2
mem_418a89fdc0,1988,1,0
mem_418a89fdc0,1990,3,2
mem_418a89fdc0,1991,1,0
mem_418a89fdc0,1992,1,1
mem_418a89fdc0,1993,2,0
mem_418a89fdc0,1994,1,1
mem_418a89fdc0,1995,2,1
mem_418a89fdc0,1996,1,0
mem_418a89fdc0,2000,2,0
mem_418a89fdc0,2001,3,1
mem_418a89fdc0,2003,1,0
mem_418a89fdc0,2004,1,1
mem_418a89fdc0,2005,2,0
mem_418a89fdc0,2006,1,0
mem_418a89fdc0,2007,1,1
mem_418a89fdc0,2008,14,9
mem_418a89fdc0,2009,10,7
mem_418a89fdc0,2010,6,4
mem_418a89fdc0,2011,3,3
mem_418a89fdc0,2012,3,3
mem_418a89fdc0,2013,8,6
mem_418a89fdc0,2014,9,6
mem_418a89fdc0,2015,3,1
mem_418a89fdc0,2016,3,2
mem_418a89fdc0,2017,2,2
mem_418a89fdc0,2018,3,3
mem_418a89fdc0,2019,3,3
mem_418a89fdc0,2020,1,1
mem_418a89fdc0,2021,1,1
mem_418a89fdc0,2022,3,2
mem_418a89fdc0,2023,1,1
mem_418a89fdc0,2024,1,1
mem_418a89fdc0,2025,3,3
mem_418a89fdc0,2026,1,1
mem_418b15747e,1996,1,1
mem_418b15747e,1999,1,0
mem_418b15747e,2000,1,1
mem_418b15747e,2001,2,1
mem_418b15747e,2002,1,0
mem_418b15747e,2006,1,1
mem_418b15747e,2010,3,2
mem_418b15747e,2011,1,1
mem_418b15747e,2012,3,3
mem_418b15747e,2013,3,2
mem_418b15747e,2014,7,6
mem_418b15747e,2015,12,11
mem_418b15747e,2016,9,7
mem_418b15747e,2017,10,10
mem_418b15747e,2018,10,8
mem_418b15747e,2019,16,14
mem_418b15747e,2020,16,14
mem_418b15747e,2021,18,14
mem_418b15747e,2022,15,11
mem_418b15747e,2023,22,20
mem_418b15747e,2024,18,16
mem_418b15747e,2025,19,15
mem_418b15747e,2026,11,11
mem_4393bff7a6,2003,1,0
mem_4393bff7a6,2004,1,0
mem_4393bff7a6,2005,1,1
mem_4393bff7a6,2006,1,0
mem_4393bff7a6,2007,2,2
mem_4393bff7a6,2008,1,0
mem_4393bff7a6,2009,2,2
mem_4393bff7a6,2010,4,3
mem_4393bff7a6,2011,1,1
mem_4393bff7a6,2012,1,1
mem_4393bff7a6,2013,5,3
mem_4393bff7a6,2014,4,4
mem_4393bff7a6,2015,6,5
mem_4393bff7a6,2016,3,3
mem_4393bff7a6,2017,7,5
mem_4393bff7a6,2018,4,3
mem_4393bff7a6,2019,8,8
mem_4393bff7a6,2020,4,2
mem_4393bff7a6,2021,11,10
mem_4393bff7a6,2022,7,7
mem_4393bff7a6,2023,12,11
mem_4393bff7a6,2024,10,8
mem_4393bff7a6,2025,14,14
mem_4393bff7a6,2026,6,5
mem_4435cc366f,2007,2,1
mem_4435cc366f,2008,2,2
mem_4435cc366f,2009,1,1
mem_4435cc366f,2010,1,1
mem_4435cc366f,2011,1,1
mem_4435cc366f,2013,4,3
mem_4435cc366f,2014,3,3
mem_4435cc366f,2015,3,2
mem_4435cc366f,2016,3,2
mem_4435cc366f,2017,5,3
mem_4435cc366f,2018,4,3
mem_4435cc366f,2019,8,7
mem_4435cc366f,2020,5,5
mem_4435cc366f,2021,9,8
