exp_id,profile_id,title,company,employment_type,location,start_date,end_date,duration,description,raw_text,sort_order
23cca41a-655a-4251-b03a-a98f926adae6,f67d4ef6-7478-48a3-b662-e95c80bb7185,Teaching Assistant,University of Calgary,Jan 2017 - Dec 2017 · 1 yr,,,,,,Teaching Assistant Jan 2017 - Dec 2017 · 1 yr TA for KNES 373: Exercise Physiology,6
9dd600d1-c230-4424-b0fd-e7463f207017,f67d4ef6-7478-48a3-b662-e95c80bb7185,"Exercise Physiology Technician (Practicum), Clinical & Translational Exercise Physiology (CTEP) Lab",University of Calgary,Co-op,,May 2017,Aug 2017,4 mos,"Conducted exercise testing, researched and revised protocols for upcoming studies.","Exercise Physiology Technician (Practicum), Clinical & Translational Exercise Physiology (CTEP) Lab Co-op May 2017 - Aug 2017 · 4 mos Conducted exercise testing, researched and revised protocols for upcoming studies.",7
7a4e3508-db33-4171-a275-e66fad2a29f1,f67d4ef6-7478-48a3-b662-e95c80bb7185,Rehabilitation Specialist (Practicum),Spinal Cord Injury Alberta,Co-op,"Calgary, Alberta, Canada",May 2017,Aug 2017,4 mos,"One-on-one exercise instruction and Functional Electrical Stimulation (FES) set-ups for clients with spinal cord injuries, multiple sclerosis, and other neurological conditions.","Rehabilitation Specialist (Practicum) Spinal Cord Injury Alberta · Co-op May 2017 - Aug 2017 · 4 mos Calgary, Alberta, Canada One-on-one exercise instruction and Functional Electrical Stimulation (FES) set-ups for clients with spinal cord injuries, multiple sclerosis, and other neurological conditions. Interpersonal Skills",8
b83ca6ae-cb2a-4ffc-aade-80df0916bba8,f67d4ef6-7478-48a3-b662-e95c80bb7185,Certified Personal Trainer & Group Fitness Instructor,Only Women's Fitness,Contract Part-time,"Calgary, Alberta, Canada",May 2015,Aug 2016,1 yr 4 mos,Small-group and one-on-one exercise training for women of varying ages and abilities.,"Certified Personal Trainer & Group Fitness Instructor Only Women's Fitness · Contract Part-time May 2015 - Aug 2016 · 1 yr 4 mos Calgary, Alberta, Canada Small-group and one-on-one exercise training for women of varying ages and abilities.",9
206e4b59-95a4-4967-ac95-38fc246340a5,f67d4ef6-7478-48a3-b662-e95c80bb7185,"Aquatics Team Leader, Lifeguard & Swim Instructor",YMCA Calgary,Permanent Part-time,"Calgary, Alberta, Canada",Sep 2010,2014,3 yrs 5 mos,• Supervised and mentored instructors and new staff • Managed registration and provided customer service • Lifeguarding duties and swimming & lifesaving instruction,"Aquatics Team Leader, Lifeguard & Swim Instructor YMCA Calgary · Permanent Part-time Sep 2010 - 2014 · 3 yrs 5 mos Calgary, Alberta, Canada • Supervised and mentored instructors and new staff • Managed registration and provided customer service • Lifeguarding duties and swimming & lifesaving instruction Leadership and Interpersonal Skills",10
5bc19897-d3fc-4e25-b552-c41d32ac0342,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Education Co-Director,Hotchkiss Brain Institute Trainee Organization,,,May 2025,Present,1 yr 1 mo,,Education Co-Director Hotchkiss Brain Institute Trainee Organization May 2025 - Present · 1 yr 1 mo,0
02284194-ca69-4d92-86d9-0bfc92a0d008,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Research Assistant,University of Calgary,,,Sep 2024,Dec 2024,4 mos,,Research Assistant University of Calgary Sep 2024 - Dec 2024 · 4 mos,1
ec1b06e2-67ca-43bb-af75-7ccf79b7e944,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Street Level Staff,The Mustard Seed,Sep 2023 - Sep 2024 · 1 yr 1 mo,,,,,,Street Level Staff Sep 2023 - Sep 2024 · 1 yr 1 mo,2
121058f6-50ff-4515-9bff-1c49fd7a41bd,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Summer Intern,The Mustard Seed,Contract Full-time,,Jun 2023,Aug 2023,3 mos,,Summer Intern Contract Full-time Jun 2023 - Aug 2023 · 3 mos,3
da452d19-5209-46df-a3ee-ba10166bb093,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Undergraduate Student Researcher,University of Calgary,,,Jun 2020,Aug 2023,3 yrs 3 mos,,Undergraduate Student Researcher University of Calgary Jun 2020 - Aug 2023 · 3 yrs 3 mos,4
d69e451b-5ad9-4918-a36a-87cd40ad0e62,7c4cf641-6ce3-4b95-aa70-6d33b00929db,Barista,The Alley Chinook,Permanent Part-time,,Mar 2022,Oct 2022,8 mos,,Barista The Alley Chinook · Permanent Part-time Mar 2022 - Oct 2022 · 8 mos,5
9f90e441-1dca-4ef7-897b-c90c642cada1,d2be4191-c62c-489d-9963-e8fdc0fb71bd,Research Student - Gordon Lab,Hotchkiss Brain Institute,May 2025 - Present · 1 yr 1 mo,,,,,,"Research Student - Gordon Lab May 2025 - Present · 1 yr 1 mo Research project under Dr Grant Gordon focusing on synaptic plasticity, astrocyte signalling, and neurovascular biology. Supported by funding from Alberta Innovates. Skills: Two-photon Microscopy, Brain Slice Electrophysiology, +1 skill",0
423d8edc-e2ab-4f8e-9d86-2d086e11400e,d2be4191-c62c-489d-9963-e8fdc0fb71bd,Research Student - Pfeffer Lab,Hotchkiss Brain Institute,May 2024 - Present · 2 yrs 1 mo,,,,,,"Research Student - Pfeffer Lab May 2024 - Present · 2 yrs 1 mo Co-supervised by Dr. Gerald Pfeffer and Dr. Minh Dang Nguyen to investigate transcriptomic signatures of the peripheral immune system in Amyotrophic Lateral Sclerosis. Funded by Mitacs Accelerate award in collaboration with Alberta ALS Research Network (AARN), as well as PURE award from UofC. Skills: RNAseq Analysis, Single-Cell Analysis, +2 skills",1
3dca0152-b70e-4182-8f64-375beffc39b8,d2be4191-c62c-489d-9963-e8fdc0fb71bd,High School Tutor,Ace It Tutoring Center,,"Calgary, Alberta, Canada · On-site",Mar 2023,Present,3 yrs 3 mos,,"High School Tutor Ace It Tutoring Center Mar 2023 - Present · 3 yrs 3 mos Calgary, Alberta, Canada · On-site I tutor high school Math, Chemistry and Biology",2
9b1b7198-fa28-43d5-a74b-060ece3bcc26,d2be4191-c62c-489d-9963-e8fdc0fb71bd,Summer Intern,Rehabilitation Robotics Laboratory,Internship,"Edmonton, Alberta, Canada · On-site",Jul 2023,Aug 2023,2 mos,Designed a pilot study with the aim of enhancing speech perception in telemedicine.,"Summer Intern Rehabilitation Robotics Laboratory · Internship Jul 2023 - Aug 2023 · 2 mos Edmonton, Alberta, Canada · On-site Designed a pilot study with the aim of enhancing speech perception in telemedicine.",3
17734d68-6557-4843-adc5-f302448808e8,d2be4191-c62c-489d-9963-e8fdc0fb71bd,Math Tutor,Drumheller Community Learning Society,,"Drumheller, Alberta, Canada",Sep 2022,Jan 2023,5 mos,,"Math Tutor Drumheller Community Learning Society Sep 2022 - Jan 2023 · 5 mos Drumheller, Alberta, Canada",4
e82e6cab-cd75-4901-a630-1e88122ac5e7,d2be4191-c62c-489d-9963-e8fdc0fb71bd,Crew Member,A&W Food Services of Canada Inc.,,"Drumheller, Alberta, Canada · On-site",May 2022,Jan 2023,9 mos,,"Crew Member A&W Food Services of Canada Inc. May 2022 - Jan 2023 · 9 mos Drumheller, Alberta, Canada · On-site",5
d7c88dc4-5f65-4f3c-a1c3-45a7361b6ce2,2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Operations & Team Administrator,Hotchkiss Brain Institute,Jan 2025 - Present · 1 yr 5 mos,,,,On-site,"• Scheduling and Meetings o Manage and prioritize schedules for the Director, Deputy Director, and Senior Managers, resolving conflicts promptly. o Book meetings using sound judgment, accommodating participant availability for in-person or remote formats. o Ensure the Director is fully prepared for meetings by organizing and providing necessary materials. • Travel Coordination o Arrange travel for the Institute Director and Senior Managers. o Plan and manage travel, accommodations, and itineraries for guest speakers, visiting scientists, and recruitment candidates. • Event Logistics o Provide support for events such as Research Day, Kolb Lecture, Townhalls, and Seminars. o Coordinate travel, accommodations, venue bookings, attendee registration, communications, and catering for events. • Team Support o Assist the Brain & Mental Health teams by scheduling meetings, supporting event planning, and facilitating research objectives. o Act as a liaison for inter-departmental communications within the Cumming School of Medicine, Alberta Health Services, external partners, and research institutes. • RHISE Program o Serve as the contact person for RHISE applicants, providing guidance and assisting with application adjudication. • Business Operations o Support the Senior Manager, Business Operations, with budgeting and financial reporting. o Assist with purchase orders, P-Card and T&E card transactions. o Manage internal UCalgary accounting functions, including project creation, extensions, reporting, journal entries, and project close-outs. o Reconcile corporate credit card transactions and process accounts payable, including internal transfers and supplier payments.","Operations & Team Administrator Jan 2025 - Present · 1 yr 5 mos Canada · On-site • Scheduling and Meetings o Manage and prioritize schedules for the Director, Deputy Director, and Senior Managers, resolving conflicts promptly. o Book meetings using sound judgment, accommodating participant availability for in-person or remote formats. o Ensure the Director is fully prepared for meetings by organizing and providing necessary materials. • Travel Coordination o Arrange travel for the Institute Dire",0
41079d9a-553a-4772-83b4-03085f561067,2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Administrative Assistant,Hotchkiss Brain Institute,Apr 2022 - Jan 2025 · 2 yrs 10 mos,,,,,"•Provide comprehensive administrative support to HBI Directors, Senior Managers, and Coordinators for operational activities, including education portfolio operations, communications, and event management. •Minute key internal meetings, including monthly executive meetings. •Support program-specific projects and assist in compiling, transcribing, and preparing research proposals, meeting materials, and project documentation. •Coordinate and facilitate the planning and logistics for faculty visits, recruitment candidates, and visiting scientists. •Manage executive schedules, resolving conflicts and prioritizing high-priority tasks and events. •Oversee logistics for high-profile events such as Research Day, Kolb Lecture, Computational Neuroscience Research Day and other significant engagements. •Arrange domestic and international travel for researchers and visiting scientists, ensuring seamless execution. •Assist with financial administration, including invoice processing, budget tracking, reconciliation, and project management. •Serve as a key liaison between senior faculty and external stakeholders, handling confidential communications with discretion. •Proficient in Microsoft Office (Word, Excel, PowerPoint, Outlook) and Adobe, ensuring effective and efficient task execution.","Administrative Assistant Apr 2022 - Jan 2025 · 2 yrs 10 mos Calgary, Alberta, Canada •Provide comprehensive administrative support to HBI Directors, Senior Managers, and Coordinators for operational activities, including education portfolio operations, communications, and event management. •Minute key internal meetings, including monthly executive meetings. •Support program-specific projects and assist in compiling, transcribing, and preparing research proposals, meeting materials, and project d",1
dd53b332-8c82-4083-966f-f91a0140c8b0,2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Community Disability Service Worker,Vecova Centre for Disability Services and Research (Vecova),Permanent Full-time,"Calgary, Alberta, Canada",Jun 2021,Apr 2022,11 mos,• Implement Community Access client service plans to achieve the Wellness Services outcomes. • Facilitate the connection of Community Access clients to the community through meaningful activities that increase their overall wellbeing. • Build the capacity of Community Access clients to gain self-determination and decision-making skills. • Work with the Community Access Team Leaders and the Client Service Specialists to provide a seamless continuum of services for Community Access clients. • Utilize ShareVision to capture client data and to monitor client progress • Work with the Wellness Services Team to identify community gaps in wellness programs and services for persons with disabilities. • Work with the Wellness Services Team and Communications to implement an awareness strategy for wellness programs and services for persons with disabilities.,"Community Disability Service Worker Vecova Centre for Disability Services and Research (Vecova) · Permanent Full-time Jun 2021 - Apr 2022 · 11 mos Calgary, Alberta, Canada • Implement Community Access client service plans to achieve the Wellness Services outcomes. • Facilitate the connection of Community Access clients to the community through meaningful activities that increase their overall wellbeing. • Build the capacity of Community Access clients to gain self-determination and decision-maki",2
57ac599e-17a9-41fc-af71-6a5b3bf44884,2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Administrative Assistant,Between Friends.,Permanent Full-time,,Sep 2013,Nov 2019,6 yrs 3 mos,"•Strengthened member retention and boosted growth by cultivating relationships with stakeholders and leveraging referrals from existing members. •Engaged new donors by promoting the organization’s mission and aligning communications to support fundraising goals. •Contributed to donor campaigns by providing stakeholder insights, conducting testimonial interviews, and incorporating findings into reports, letters, and presentations. •Improved administrative efficiency by implementing new filing systems, optimizing workflows, and creating comprehensive documentation. •Developed and authored the organization’s first comprehensive Position Manual to standardize processes. •Coordinated with the Government of Alberta and Alberta Health Services to advocate for clients with disabilities, ensuring their needs were effectively addressed. •Served as the primary point of contact for external agencies, providing membership and program information to stakeholders. •Monitored and resolved outstanding account fees, maintaining accurate records and ensuring timely collections. •Led meeting preparations, including creating detailed reports and briefing materials to support team decision-making. •Advocated for stakeholders by addressing concerns and collaborating with team members to resolve issues.","Administrative Assistant Permanent Full-time Sep 2013 - Nov 2019 · 6 yrs 3 mos Greater Calgary Metropolitan Area · On-site •Strengthened member retention and boosted growth by cultivating relationships with stakeholders and leveraging referrals from existing members. •Engaged new donors by promoting the organization’s mission and aligning communications to support fundraising goals. •Contributed to donor campaigns by providing stakeholder insights, conducting testimonial interviews, and incorpor",3
00418458-d4af-42d6-a525-6df2174b3618,2dbbabc5-fbe2-4ec4-8d94-ac9b4c4cddbd,Program Leader,Between Friends.,Jun 2006 - Aug 2013 · 7 yrs 3 mos,,,,,,Program Leader Jun 2006 - Aug 2013 · 7 yrs 3 mos • Develop expertise in sport and recreation for youth and adults with physical and mental disabilities • Provide leadership and guidance to volunteers under my supervision • Monitor all activities to ensure compliance with established directives • Maintain consistent parent / counselor communication • Assist with coordination of special events • Maintain effective administration through efficient record keeping of programs • Collaborate with other,4
3b4a2ade-6875-4dbd-a494-7b346c20013e,afede334-d3bd-4233-860a-c2ebeed96bef,Children's Environmental Health Clinic Volunteer Coordinator,University of Alberta,Sep 2025 - Present · 9 mos,,,,,,"Children's Environmental Health Clinic Volunteer Coordinator Sep 2025 - Present · 9 mos Recruiting and managing volunteers for the Children's Environmental Health Clinic, World Health Organization Collaborating Centre.",0
18a38b09-5bfa-4ed8-9e0e-4dbe784cc76d,afede334-d3bd-4233-860a-c2ebeed96bef,Pan-American Health Organization Project Lead,University of Alberta,Sep 2025 - Present · 9 mos,,,,,,"Pan-American Health Organization Project Lead Sep 2025 - Present · 9 mos Supervising and mentoring volunteer researchers producing health training and information documents for the Pan-American Health Organization at the Children's Environmental Health Clinic, World Health Organization Collaborating Centre.",1
c3fd5301-ed4c-45df-b8e0-39fb1010b734,afede334-d3bd-4233-860a-c2ebeed96bef,Project Team Lead,University of Alberta,Oct 2021 - Present · 4 yrs 8 mos,,,,,,"Project Team Lead Oct 2021 - Present · 4 yrs 8 mos Leading projects to produce infographics, fact sheets, and pocketbooks for both in primary practice and for the public with the Children's Environmental Health Clinic, World Health Organization Collaborating Centre. Skills: Patient Education, Research, +4 skills",2
30a2427b-fad9-4d75-8fab-da9178697b4c,afede334-d3bd-4233-860a-c2ebeed96bef,Student Reviewer,Pediatrics & Child Health Journal,,,Apr 2021,Present,5 yrs 2 mos,,Student Reviewer Pediatrics & Child Health Journal Apr 2021 - Present · 5 yrs 2 mos Reviewing submitted manuscripts for publication in the Pediatrics & Child Health Journal,3
617d930c-e44d-4aa9-8f18-c4a0cb00f8ad,afede334-d3bd-4233-860a-c2ebeed96bef,Student Researcher,Hotchkiss Brain Institute,Internship,,Apr 2022,Present,4 yrs 2 mos,,"Student Researcher Hotchkiss Brain Institute · Internship Apr 2022 - Present · 4 yrs 2 mos Research being done with the Healthy Brain Aging (HBA) Lab under the supervision of Dr. Aravind Ganesh. Research, Clinical Trials and +1 skill",4
7a9d58ce-3990-433a-b861-49447ec5fb37,afede334-d3bd-4233-860a-c2ebeed96bef,Team Lead and Program Lead,YMCA Calgary,Permanent Part-time,,Nov 2023,Sep 2024,11 mos,,"Team Lead and Program Lead Permanent Part-time Nov 2023 - Sep 2024 · 11 mos Calgary, Alberta, Canada Skills: Leadership Development",5
e2555183-1c64-4037-8685-e27c3eb3eb64,afede334-d3bd-4233-860a-c2ebeed96bef,Leadership Instructor,YMCA Calgary,Permanent Part-time,,Nov 2021,Sep 2024,2 yrs 11 mos,,"Leadership Instructor Permanent Part-time Nov 2021 - Sep 2024 · 2 yrs 11 mos Calgary, Alberta, Canada Skills: First Aid, Leadership Development",6
b0034060-6c66-4e5a-965f-b76bf5d63738,afede334-d3bd-4233-860a-c2ebeed96bef,Aquatics Coordinator,YMCA Calgary,Permanent Full-time,,Apr 2023,Nov 2023,8 mos,,"Aquatics Coordinator Permanent Full-time Apr 2023 - Nov 2023 · 8 mos Calgary, Alberta, Canada Skills: Leadership Development",7
97962bc6-d5b7-4601-be64-62d41deede21,afede334-d3bd-4233-860a-c2ebeed96bef,Program Lead,YMCA Calgary,Permanent Part-time,,Apr 2022,Apr 2023,1 yr 1 mo,,"Program Lead Permanent Part-time Apr 2022 - Apr 2023 · 1 yr 1 mo Calgary, Alberta, Canada Skills: Swim Instruction, Leadership",8
6a7769bc-5130-4bb3-a0bb-dbc736a341c6,afede334-d3bd-4233-860a-c2ebeed96bef,Team Lead,YMCA Calgary,Permanent Part-time,,Aug 2021,Apr 2023,1 yr 9 mos,,"Team Lead Permanent Part-time Aug 2021 - Apr 2023 · 1 yr 9 mos Calgary, Alberta, Canada Skills: Lifeguarding, Leadership, +1 skill",9
80916710-9faa-4ad8-8c0e-f9cb6cdf7a0c,afede334-d3bd-4233-860a-c2ebeed96bef,Lifeguard and Swim Instructor,YMCA Calgary,Permanent Part-time,,Apr 2019,Apr 2023,4 yrs 1 mo,,"Lifeguard and Swim Instructor Permanent Part-time Apr 2019 - Apr 2023 · 4 yrs 1 mo Calgary, Canada Area Skills: Swim Instruction, Lifeguarding, +1 skill",10
83d9c873-bd55-4c61-a2c3-38c36256a939,afede334-d3bd-4233-860a-c2ebeed96bef,Student Researcher,Alberta Children's Hospital,Internship,,May 2020,Apr 2021,1 yr,,Student Researcher Alberta Children's Hospital · Internship May 2020 - Apr 2021 · 1 yr Research being done with the Pediatric Emergency Research Team (PERT) under the supervision of Dr. Stephen Freedman. https://cumming.ucalgary.ca/research/pediatric-emergency-research-team/about-us/our-trainees/kaden-lam Research,11
ad185771-6665-46b9-b2ca-ab5850325a1f,afede334-d3bd-4233-860a-c2ebeed96bef,Recreational Aide,Intercare Corporate Group,Internship,Greater Calgary Metropolitan Area,Jul 2018,Aug 2018,2 mos,"Entertaining residents (assisting in active games, entertaining, going on walks and outings, and having conversations). Interacting with dementia residents and ensuring they feel comfortable and secure.","Recreational Aide Intercare Corporate Group · Internship Jul 2018 - Aug 2018 · 2 mos Greater Calgary Metropolitan Area Entertaining residents (assisting in active games, entertaining, going on walks and outings, and having conversations). Interacting with dementia residents and ensuring they feel comfortable and secure. First Aid",12
d4aec632-90bb-4bff-9d05-786f0ff11c6a,15ad71bb-f4ee-402d-914a-2d6c0575e053,Summer Research Assistant,Hotchkiss Brain Institute,,,Jun 2023,Present,3 yrs,,"Summer Research Assistant Hotchkiss Brain Institute Jun 2023 - Present · 3 yrs Worked within the Phillips Lab at the University of Calgary. Primarily worked on a clinical trial to independently coordinate, collect, and analyze data from participant visits for clinical trials. Conceived study questions and methods relating to electrocardiogram and sleep-study data collection, analysis, and presentation.",0
a38ee55c-3a9d-4fd3-8271-64d44f301cb6,15ad71bb-f4ee-402d-914a-2d6c0575e053,Plenary Coordinator,Operation Med School Career Conferences,,,Sep 2021,Aug 2022,1 yr,,"Plenary Coordinator Operation Med School Career Conferences Sep 2021 - Aug 2022 · 1 yr Operation Med School (OMS) is a non-profit, student-run organization that hosts one-day conferences in Canada and the United States of America to educate youth about the journey of a medical career. Our goal is to inspire, inform, and encourage students to follow their medical dreams and head bravely into their future endeavours. As plenary coordinator, I organize keynote speakers and panellists for the confer",1
ee3df011-5341-4b94-9db9-b5c98e3af525,15ad71bb-f4ee-402d-914a-2d6c0575e053,Laboratory Assistant,University of Calgary,Aug 2021 - Jan 2022 · 6 mos,,,,,"Worked as a part of the team at the Arrieta Lab assisting in projects and coordinating tasks critical to day-to-day operations of the lab, such as preparing and assisting with experiments, calibrating and maintaining instruments, and preparing supplies for clinical studies. Also assisted in preparation for the Alberta BLOOM Study.","Laboratory Assistant Aug 2021 - Jan 2022 · 6 mos Calgary, Alberta, Canada Worked as a part of the team at the Arrieta Lab assisting in projects and coordinating tasks critical to day-to-day operations of the lab, such as preparing and assisting with experiments, calibrating and maintaining instruments, and preparing supplies for clinical studies. Also assisted in preparation for the Alberta BLOOM Study.",2
ea153ccb-db9d-46ae-8b20-40ad6d485001,15ad71bb-f4ee-402d-914a-2d6c0575e053,HYRS Student Researcher,University of Calgary,Jun 2021 - Aug 2021 · 3 mos,,,,,,"HYRS Student Researcher Jun 2021 - Aug 2021 · 3 mos Worked in the Yang Laboratory under Dr. Guang Yang. Analyzed and visualized the effect of mRNA transcription preventing protein CELF2 on different mRNA strands and its effect on neural stem cells. Researched, compiled, and wrote a poster presentation to be presented at the University of Calgary HYRS Research Symposium on the topic of mRNA regulation of the CELF2 protein. This project was funded by the Alberta Innovates HYRS Program.",3
3c874772-d2bd-4ac6-b956-7a2d0cdc7ac2,83b39db3-81d5-4826-a845-78dd04233ffe,Research Assistant,Hotchkiss Brain Institute,,Hybrid,May 2022,Present,4 yrs 1 mo,,Research Assistant Hotchkiss Brain Institute May 2022 - Present · 4 yrs 1 mo Hybrid,0
6655f0ea-e757-4cd8-b4cd-b6b5f1b68fc6,83b39db3-81d5-4826-a845-78dd04233ffe,Garden Centre Associate,Canadian Tire Corporation,Contract Part-time,On-site,Apr 2025,Aug 2025,5 mos,,Garden Centre Associate Canadian Tire Corporation · Contract Part-time Apr 2025 - Aug 2025 · 5 mos On-site,1
b2156a1b-2307-4fcb-a6ed-8a58f41d01a0,83b39db3-81d5-4826-a845-78dd04233ffe,Central Poll Supervisor,Élections Canada | Elections Canada,,On-site,,,1 mo,,Central Poll Supervisor Élections Canada | Elections Canada Apr 2025 · 1 mo On-site,2
3a05b2b2-1fa3-41ef-9722-c1d96ddae4d7,83b39db3-81d5-4826-a845-78dd04233ffe,Deputy Returning Officer,Élections Canada | Elections Canada,,On-site,,,1 mo,,Deputy Returning Officer Élections Canada | Elections Canada Sep 2021 · 1 mo On-site,3
48d06cef-fa35-43a7-8151-3642ddcd3a3d,83b39db3-81d5-4826-a845-78dd04233ffe,Venue Services,The Calgary Stampede,Jul 2018 · 1 mo,,,,,,Venue Services Jul 2018 · 1 mo,4
deacad90-4c38-4948-8c7c-96c3916ef62c,83b39db3-81d5-4826-a845-78dd04233ffe,Parking Lot Attendant,The Calgary Stampede,Jul 2016 - Jul 2018 · 2 yrs 1 mo,,,,,,Parking Lot Attendant Jul 2016 - Jul 2018 · 2 yrs 1 mo On-site,5
6ee7d3e9-0427-4bb8-877c-a007313600f8,132edda5-7e0f-4faf-9db7-4dcf646f9565,"Senior Manager, Innovation, Partnerships and Strategy",Hotchkiss Brain Institute,,"Calgary, Alberta, Canada",Sep 2021,Present,4 yrs 9 mos,,"Senior Manager, Innovation, Partnerships and Strategy Hotchkiss Brain Institute Sep 2021 - Present · 4 yrs 9 mos Calgary, Alberta, Canada Government Advocacy",0
2277b957-c03e-429d-be84-7a82a6c56fa3,132edda5-7e0f-4faf-9db7-4dcf646f9565,Executive Director,Campus Alberta Neuroscience,Full-time,,Feb 2019,Jan 2026,7 yrs,,Executive Director Full-time Feb 2019 - Jan 2026 · 7 yrs Skills: Government Advocacy,1
822ed22e-a120-4d8b-ba30-e952a982ff3c,132edda5-7e0f-4faf-9db7-4dcf646f9565,Project Manager,Campus Alberta Neuroscience,Jul 2018 - Feb 2019 · 8 mos,,,,,,Project Manager Jul 2018 - Feb 2019 · 8 mos,2
130cb9d8-be5e-4d49-9609-1dee9422ec42,132edda5-7e0f-4faf-9db7-4dcf646f9565,Health Policy Consultant,College and Association of Registered Nurses of Alberta CARNA,,"Edmonton, Canada Area",Sep 2016,Jul 2018,1 yr 11 mos,,"Health Policy Consultant College and Association of Registered Nurses of Alberta CARNA Sep 2016 - Jul 2018 · 1 yr 11 mos Edmonton, Canada Area Government Advocacy",3
86bd8bd7-a51d-431f-a16c-8cb67089ef64,132edda5-7e0f-4faf-9db7-4dcf646f9565,Senior Consultant,Alberta Health Services,,Calgary,Feb 2015,Aug 2016,1 yr 7 mos,,Senior Consultant Alberta Health Services Feb 2015 - Aug 2016 · 1 yr 7 mos Calgary,4
1fe5c70c-5f04-4a11-8cc9-ef46b4bfc5b1,132edda5-7e0f-4faf-9db7-4dcf646f9565,"Manager, Knowledge Exchange Centre",Mental Health Commission of Canada,,,Jun 2011,Mar 2015,3 yrs 10 mos,,"Manager, Knowledge Exchange Centre Mental Health Commission of Canada Jun 2011 - Mar 2015 · 3 yrs 10 mos",5
472ce384-cdeb-4245-bc78-be791e58e460,132edda5-7e0f-4faf-9db7-4dcf646f9565,Population Health Consultant,Alberta Health Services,,,Sep 2010,Jun 2011,10 mos,,Population Health Consultant Alberta Health Services Sep 2010 - Jun 2011 · 10 mos,6
93743002-93eb-4af8-baf0-2a017ac6c7d7,132edda5-7e0f-4faf-9db7-4dcf646f9565,Grants Manager,IRC - Sudan,,"Khartoum, Sudan",2005,2006,1 yr,,"Grants Manager IRC - Sudan 2005 - 2006 · 1 yr Khartoum, Sudan",7
b487f26a-c140-4ddd-9ebf-90cc3656d306,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Vice President/Treasurer,Hotchkiss Brain Institute Trainee Organization,Permanent Full-time,,May 2025,Present,1 yr 1 mo,,"Vice President/Treasurer Permanent Full-time May 2025 - Present · 1 yr 1 mo Skills: Collaborative Problem Solving, Collaborative Work, +5 skills",0
efaf2d60-f3be-4ec3-a0be-04610ef8d906,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Social Co-Director,Hotchkiss Brain Institute Trainee Organization,Permanent Full-time,,May 2024,May 2025,1 yr 1 mo,"As social co-director, I was responsible for holding student-centered events to promote positive relationships between graduate trainees in the HBI.","Social Co-Director Permanent Full-time May 2024 - May 2025 · 1 yr 1 mo On-site As social co-director, I was responsible for holding student-centered events to promote positive relationships between graduate trainees in the HBI. Skills: Communication, Collaborative Work, +4 skills",1
54ed5713-06b5-4d9d-9820-22426e9f02a1,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Education Sub-Committee Member,Hotchkiss Brain Institute Trainee Organization,Co-op,,Sep 2023,May 2024,9 mos,"With the HBITO Education group, I was able to organize Graduate Research in Progress Seminars, which allow graduate students to present their work. Moreover, in collaboration with the HBI, I helped plan and organize the trainee portions of the 2024 HBI Research Day.","Education Sub-Committee Member Co-op Sep 2023 - May 2024 · 9 mos With the HBITO Education group, I was able to organize Graduate Research in Progress Seminars, which allow graduate students to present their work. Moreover, in collaboration with the HBI, I helped plan and organize the trainee portions of the 2024 HBI Research Day. Skills: Collaborative Work, Organization Skills, +2 skills",2
b2edb4f8-7748-43e0-9d26-e824f0446d11,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Center Assistant,Kumon Math and Reading Center - Chestermere,Permanent Part-time,On-site,Sep 2022,Present,3 yrs 9 mos,,"Center Assistant Kumon Math and Reading Center - Chestermere · Permanent Part-time Sep 2022 - Present · 3 yrs 9 mos On-site Communication, Computer Literacy and +1 skill",3
f42e2d54-c70f-4c28-8d1a-b06af37ec0d7,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Summer Research Student,University of Calgary,Seasonal,On-site,May 2022,Aug 2022,4 mos,"In Dr. Sarah McFarlane’s Lab in Hotchkiss Brain Institute at the University of Calgary, I 1) used RT-qPCR and in-situ hybridization techniques to study retinal regeneration, 2) became familiar with zebrafish husbandry and 3) summarized research results and delivered a presentation at Summer Student Symposium.","Summer Research Student University of Calgary · Seasonal May 2022 - Aug 2022 · 4 mos On-site In Dr. Sarah McFarlane’s Lab in Hotchkiss Brain Institute at the University of Calgary, I 1) used RT-qPCR and in-situ hybridization techniques to study retinal regeneration, 2) became familiar with zebrafish husbandry and 3) summarized research results and delivered a presentation at Summer Student Symposium.",4
