cert_id,profile_id,title,issuer,issue_date,expiry_date,credential_id,credential_url,raw_text,sort_order
6e2a60fc-f92d-4258-a49d-4a5336ec83f1,fe3fb710-5b17-45f1-8f14-9ca24be15ce7,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
9ffa16fc-7916-4582-9b44-63653738df8f,e7a99d01-5b7f-4a0f-ba21-582f480a6664,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
afb0051d-7932-43f1-a943-fd10478f47e2,e6c531dc-1406-4307-b89d-9a440aeffd1b,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
38aa3bf9-8be1-473b-a200-cc0118e6c202,bc3031d6-031b-4409-9159-d95398c26fbc,Board Certified Vascular Neurology,"American Board of Psychiatry and Neurology, Inc.",,,,,"Board Certified Vascular Neurology American Board of Psychiatry and Neurology, Inc.",0
94e2b886-993b-4ea9-a98f-30ca496144d1,bc3031d6-031b-4409-9159-d95398c26fbc,Board Certified Neurology,"American Board of Psychiatry and Neurology, Inc.",,,,,"Board Certified Neurology American Board of Psychiatry and Neurology, Inc. Skills: Cognitive Neurology",1
21df3838-a198-4672-9ccf-b162b5569acd,bc3031d6-031b-4409-9159-d95398c26fbc,Conflicts of Interest,CITI Program,,,Credential ID 52685985,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw7e65deda-1b9f-4731-a856-384491da074a-52685985&urlhash=6Ul-&mt=lX8-TcWBJUsj4X846P5rdUcc6t28XbPrZ29WTRqV1cZ3YoFo0sxWLdxtL0BfRXLOcgoOcyvDsW80NaSzcOt6ogZX5Gs&isSdui=true,Conflicts of Interest CITI Program Credential ID 52685985 Show credential,2
fbdfddfb-b726-4b1c-8b31-e64c6c58005c,bc3031d6-031b-4409-9159-d95398c26fbc,Biomedical Research - Basic/Refresher,CITI Program,,,Credential ID 52685983,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fwb961db8f-943c-40f8-82a5-b634e4d724c0-52685983&urlhash=0W2h&mt=4jvnHLkIjkc_NkILu9IIYy_PTWTLWtcgXnnAgi312qkh7RHirSJkrqvsAZM_truE0ns--MuSgvHycMLMumk12P0lDVM&isSdui=true,Biomedical Research - Basic/Refresher CITI Program Credential ID 52685983 Show credential,3
aecfbdeb-2e5f-41b1-a7f4-786fbd06de80,2345d6d4-c94d-4535-8396-62762574c99f,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
95500684-e4d4-4099-b157-d62021c195ee,dc3779db-4ec0-4076-8baa-b1e99a6d4d66,ASIST 11 - Applied Suicide Intervention Skills Training,Centre for Suicide Prevention,Jul 2019 · Expired Jul 2022,,,,ASIST 11 - Applied Suicide Intervention Skills Training Centre for Suicide Prevention Issued Jul 2019 · Expired Jul 2022,0
08855c36-9b38-47aa-89a0-e14816689902,dc3779db-4ec0-4076-8baa-b1e99a6d4d66,QPR Suicide Prevention Gatekeeper Program,University of Calgary Student Wellness Centre,Mar 2019,,,,QPR Suicide Prevention Gatekeeper Program University of Calgary Student Wellness Centre Issued Mar 2019,1
402f952a-b072-48da-93b4-7f0d2b3be09f,dc3779db-4ec0-4076-8baa-b1e99a6d4d66,Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans Course on Research Ethics (TCPS 2: CORE),University of Calgary,Aug 2015,,,,Tri-Council Policy Statement: Ethical Conduct for Research Involving Humans Course on Research Ethics (TCPS 2: CORE) University of Calgary Issued Aug 2015,2
a624d94d-40f4-47f4-b8aa-149be580db4a,42db836f-a3fd-4fde-bd96-a2e5bfb7e7da,AI for Export Enablement,St. Francis Xavier University,Jun 2026,,Credential ID znSnXUzUQAS-Oj2U4AtqRg,,"AI for Export Enablement St. Francis Xavier University Issued Jun 2026 Credential ID znSnXUzUQAS-Oj2U4AtqRg Show credential Skills: EthicalAI, Buyer Discovery",0
4faea4ec-5eca-4043-aea0-4ab4d4298e48,42db836f-a3fd-4fde-bd96-a2e5bfb7e7da,Animal Care Certification,"Memorial University, Newfoundland and Labrador",Sep 2019,,,,"Animal Care Certification Memorial University, Newfoundland and Labrador Issued Sep 2019",1
39872803-18a1-4880-8d33-b5e801d9fbeb,42db836f-a3fd-4fde-bd96-a2e5bfb7e7da,TCPS-2 Core Training for Human Ethics Research,Government of Canada,Jan 2020,,,,TCPS-2 Core Training for Human Ethics Research Government of Canada Issued Jan 2020,2
f5bb7eac-b6a3-4923-89f4-3b25b312f1cd,42db836f-a3fd-4fde-bd96-a2e5bfb7e7da,StFX Leadership Training Certificate,Issued Sep 2015,,,,,StFX Leadership Training Certificate Issued Sep 2015,3
423209fe-28ac-4e0a-af50-211bf7906598,42db836f-a3fd-4fde-bd96-a2e5bfb7e7da,Basic First Aid,Canadian Red Cross,Jun 2019 · Expired Jun 2022,,,,Basic First Aid Canadian Red Cross Issued Jun 2019 · Expired Jun 2022,4
0fd1813c-36c9-497b-b65a-6ef173bce2a7,a766fd53-e83e-476a-8bde-1ae7213ea297,Emotional Agility for Wellbeing at Work,Susan David,Jan 2025,,Credential ID bcbbdff8-2b4f-4b9d-b406-37892a5d95c2,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fcredsverse%2Ecom%2Fcredentials%2Fbcbbdff8-2b4f-4b9d-b406-37892a5d95c2%3Fpreview%3D1&urlhash=RNW_&mt=20Qvb841pLOBUnjmdbQagfoRTpgzsnISP9t4yOG6H1-k_kDbV9Lp7GXAD_AoOxotAMXVuxbnmNMFOd5blGjR50HWtRw&isSdui=true,Emotional Agility for Wellbeing at Work Susan David Issued Jan 2025 Credential ID bcbbdff8-2b4f-4b9d-b406-37892a5d95c2 Show credential Skills: Leadership Development,0
0e736348-1e11-4d04-a754-6ff2355997be,a766fd53-e83e-476a-8bde-1ae7213ea297,PCAC - Professional Certified ADHD Coach,The Professional Association of ADHD Coaches (PAAC),Aug 2022 · Expired Apr 2026,,,,PCAC - Professional Certified ADHD Coach The Professional Association of ADHD Coaches (PAAC) Issued Aug 2022 · Expired Apr 2026 Skills: ADHD Coaching,1
4ca8b88f-5212-404e-ba62-b54dedfb47fa,a766fd53-e83e-476a-8bde-1ae7213ea297,Professional Certified Coach (PCC),International Coaching Federation,Apr 2022 · Expires Apr 2028,,,,"Professional Certified Coach (PCC) International Coaching Federation Issued Apr 2022 · Expires Apr 2028 Show credential Skills: Team Training , ADHD Coaching , +1 skill",2
2bfd7141-7323-4564-b64a-b67488f6a58f,a766fd53-e83e-476a-8bde-1ae7213ea297,ADDCA - Advanced Certified Coach Graduate (ACCG),ADD Coach Academy (ADDCA),Feb 2022,,,,"ADDCA - Advanced Certified Coach Graduate (ACCG) ADD Coach Academy (ADDCA) Issued Feb 2022 Skills: Adult ADHD, ADHD Coaching",3
80ee8508-bf45-4d4e-821f-d0eb9f2b7676,a766fd53-e83e-476a-8bde-1ae7213ea297,Energy Leadership™ Index Master Practitioner (ELI-MP),iPEC Coaching,Jun 2019,,,,Energy Leadership™ Index Master Practitioner (ELI-MP) iPEC Coaching Issued Jun 2019 Show credential,4
89c77d0b-5210-4b2b-b6ec-2e6df1e4a3bb,a766fd53-e83e-476a-8bde-1ae7213ea297,Certified Professional Coach (CPC),iPEC Coaching,Sep 2019,,,,Certified Professional Coach (CPC) iPEC Coaching Issued Sep 2019 Show credential,5
9a4876ef-145a-499f-81e1-6cefb701ffe5,a766fd53-e83e-476a-8bde-1ae7213ea297,COR.E Dynamics | Leadership Dynamics™ Specialist (CLDS),iPEC Coaching,Jan 2021,,,,COR.E Dynamics | Leadership Dynamics™ Specialist (CLDS) iPEC Coaching Issued Jan 2021 Show credential Skills: Executive Coaching,6
fe08377e-d84e-404a-8cdc-53cae6c82f91,651a19a4-eb68-4585-9f99-332aa351796f,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
c0458dc2-b7cb-4edd-9200-3872072fa4e5,5c4522a6-376e-4c86-a801-da50c87a9998,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
d4f57592-d17d-461e-8cca-30d04cd2c968,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,IP Certification - Level 1,New Ventures BC,Dec 2025,,,,IP Certification - Level 1 New Ventures BC Issued Dec 2025 Clara H. Whyte - IP Pathways Certificate.pdf,0
90b8f1e8-f0ec-41a4-b50c-eec4b1969f3c,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,edX Verified Certificate for Arabic for non-Arabic speakers,edX,Mar 2025,,Credential ID eeb15068dcb9426db7a1657364b5e9f9,,edX Verified Certificate for Arabic for non-Arabic speakers edX Issued Mar 2025 Credential ID eeb15068dcb9426db7a1657364b5e9f9 Show credential,1
3b8dfb61-5dd9-4098-8049-bf55e0a7d696,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,Chinese for HSK 4,Coursera,Mar 2021,,Credential ID V6TWZWLU6VWY,,Chinese for HSK 4 Coursera Issued Mar 2021 Credential ID V6TWZWLU6VWY Show credential,2
405dc621-61d9-4871-9129-a75f1affcc4f,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,Chinese for HSK 3 PART I,Coursera,Dec 2020,,Credential ID ABTJ24PXDW8Q,,Chinese for HSK 3 PART I Coursera Issued Dec 2020 Credential ID ABTJ24PXDW8Q Show credential,3
ade30110-24e3-4db3-b052-58ea81ec4a93,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,The Beauty of Kunqu Opera,Coursera,Jul 2020,,Credential ID AFE4B8PVHPQ2,,The Beauty of Kunqu Opera Coursera Issued Jul 2020 Credential ID AFE4B8PVHPQ2 Show credential,4
ad7363b6-9579-4088-abc3-3419d351068b,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,Chinese for HSK 2,Coursera,Jun 2019,,Credential ID LYBY8DM6D7YH,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecoursera%2Eorg%2Faccount%2Faccomplishments%2Fverify%2FLYBY8DM6D7YH&urlhash=lKbZ&mt=Z8PwZA1SI9fyGx-pohRsmduH06m6YiQCt72Zkkl173KA9acBI1rR-NMp3UwLUc6iUm7fNiSyxQ6d9_NCbU7DOGSEAAc&isSdui=true,Chinese for HSK 2 Coursera Issued Jun 2019 Credential ID LYBY8DM6D7YH Show credential,5
77fe96b0-03d9-4553-9a67-715061a57c01,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,Chinese HSK 1,Coursera,Apr 2019,,Credential ID NWYAPCAU3LJP,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecoursera%2Eorg%2Faccount%2Faccomplishments%2Fverify%2FNWYAPCAU3LJP&urlhash=ANOH&mt=TxaNPe-yFQCxN-a1RR82vIA8e1hpqOcTIG4IIKeZ4g8-ktlE-AOqDhsmIK4zh9t7c_JL1nDOhvYBQBSyazwten2LRwg&isSdui=true,Chinese HSK 1 Coursera Issued Apr 2019 Credential ID NWYAPCAU3LJP Show credential,6
408915a7-741a-4fc1-b561-6fb4b870ac01,31ca4f3b-6d00-4241-9e34-3e57e2bf49a7,Animal Behaviour and Welfare,Coursera Course Certificates,Jan 2016,,Credential ID CQF3B8B2AGW7,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecoursera%2Eorg%2Faccount%2Faccomplishments%2Fverify%2FCQF3B8B2AGW7&urlhash=qVNP&mt=FtPPc8wDLbNENDzSObQp7eYaFptJrCPorgsmgDyP9OOEagU2FF0czv1HlgCcrkZsw7SSyq7HxaztqSrHu4XhPEwZeeg&isSdui=true,Animal Behaviour and Welfare Coursera Course Certificates Issued Jan 2016 Credential ID CQF3B8B2AGW7 Show credential,7
1db36d70-24b8-4b06-ae6a-6284877368cc,ed9974c3-9cec-4ed0-8a55-e5a07bc24bb5,"Teaching and Learning Practices, Theories and Assessments: Academic Staff","Taylor Institute for Teaching and Learning, University of Calgary",Feb 2021,,Credential ID 5033,,"Teaching and Learning Practices, Theories and Assessments: Academic Staff Taylor Institute for Teaching and Learning, University of Calgary Issued Feb 2021 Credential ID 5033 Show credential",0
41c08372-826a-40bc-89bd-ab51a488326b,ed9974c3-9cec-4ed0-8a55-e5a07bc24bb5,Senior Member IEEE,IEEE,,,,,Senior Member IEEE IEEE,1
de3c644d-10aa-4bba-9c0b-311849fc35aa,ed9974c3-9cec-4ed0-8a55-e5a07bc24bb5,Professional Engineer (P.Eng),The Association of Professional Engineers and Geoscientists of Alberta (APEGA),,,,,Professional Engineer (P.Eng) The Association of Professional Engineers and Geoscientists of Alberta (APEGA),2
89405e0e-0e53-4e5a-83a0-c52955aaed1b,ed9974c3-9cec-4ed0-8a55-e5a07bc24bb5,Verified Peer Reviewer,Publons,,,,,Verified Peer Reviewer Publons Show credential,3
676decf8-6275-4e14-b203-916eb361ce4d,e320145d-3da9-4f19-b827-bf5160e474e0,Research Security Training (Combined),CITI Program,Oct 2025 · Expires Oct 2026,,Credential ID 72740573,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw2812b282-7899-4342-8cd2-9a2804e90962-72740573&urlhash=FJug&mt=Dlgi-0-xw0nftatI0gi5ky97S3dZ-awpGTSKTbimwCeIMky5wjHk16b03JGaBgWu6YP5qDIUcLiicHtxa2n3kvEbSVA&isSdui=true,Research Security Training (Combined) CITI Program Issued Oct 2025 · Expires Oct 2026 Credential ID 72740573 Show credential,0
82af7bb2-fe99-4fa1-9c63-42b53f596140,e320145d-3da9-4f19-b827-bf5160e474e0,Social and Behavioral Responsible Conduct of Research Course 1.,CITI Program,Sep 2023,,Credential ID 58123290,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw76abe45c-35b5-44e3-82b0-47aad9d2a408-58123290&urlhash=PDrK&mt=NinnOjb1F_MeyPn6aRsP_HtP9pxlxvJkA2Eopt_lqsxIjHs5QnFVDtYnvijOpMFhE4wttWxxUMG0CKYjXp5gvifxcUk&isSdui=true,Social and Behavioral Responsible Conduct of Research Course 1. CITI Program Issued Sep 2023 Credential ID 58123290 Show credential,1
bda44073-aec6-40ce-8f06-6991701bb844,e320145d-3da9-4f19-b827-bf5160e474e0,Social and Behavioral Researchers,CITI Program,Sep 2023 · Expires Sep 2026,,Credential ID 58123288,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fwc4bd5e62-ecc2-465b-ab6a-77ef6e600dd0-58123288&urlhash=0T2E&mt=4nHWbyGg_MXjQL2g-OzyAGOO68zzjqJNTDn0KEqPFSkFhB3xS5XubPkVosnX2Db1TAw7DjzjFeavIAbzFu7Bms3tH2s&isSdui=true,Social and Behavioral Researchers CITI Program Issued Sep 2023 · Expires Sep 2026 Credential ID 58123288 Show credential,2
6333bf64-1781-4554-b6de-c63056f5c142,e320145d-3da9-4f19-b827-bf5160e474e0,CITI Health Information Privacy and Security (HIPS) for Clinical Investigators,CITI Program,Sep 2023,,Credential ID 58123291,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw42098c0b-8a36-4856-8d03-b96c52c01be3-58123291&urlhash=r5hY&mt=gJ9ZjajdX1ZdhcnwDJpnhUyUag8uomCY7XymN2aKFvBuykDmrnTZoe2nmq4XzjswzeuCcimaU4aAQWjAx_06YcLMo7Q&isSdui=true,CITI Health Information Privacy and Security (HIPS) for Clinical Investigators CITI Program Issued Sep 2023 Credential ID 58123291 Show credential,3
f1edcc6e-d6d0-4fca-967c-b8983053725a,e320145d-3da9-4f19-b827-bf5160e474e0,CITI Good Clinical Practice Course,CITI Program,Sep 2023 · Expires Sep 2026,,Credential ID 58123289,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw322281fa-5cd6-4fd0-9132-429ff220b6ba-58123289&urlhash=ZE4X&mt=GFQ8M8NKijphfTAX-8fGlyjpx_WqDrJLyU5r85Om7-2L6gWX9cYugYZ3bWXKHfFuCKnH6Epoh2GH7nQ9s2oyfd_5vmM&isSdui=true,CITI Good Clinical Practice Course CITI Program Issued Sep 2023 · Expires Sep 2026 Credential ID 58123289 Show credential,4
189137df-800f-42ad-b96d-913ed0d9097c,e320145d-3da9-4f19-b827-bf5160e474e0,"Biomedical Faculty/Investigators, Research Staff, or Administration Staff",CITI Program,Feb 2022 · Expired Feb 2025,,Credential ID 47147615,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fwww%2Ecitiprogram%2Eorg%2Fverify%2F%3Fw1692832a-117c-434d-8965-36fb25193218-47147615&urlhash=sU1x&mt=WQaVATU8kwfRrb-MD-40DB0ULz323Ro4cpJsRm6Rwf_zNGOcI6mk3eEVGC3yMujYM7UaBVWHykT2Euv8BwG5k-peMfI&isSdui=true,"Biomedical Faculty/Investigators, Research Staff, or Administration Staff CITI Program Issued Feb 2022 · Expired Feb 2025 Credential ID 47147615 Show credential",5
fdb50132-1cf7-4e55-8557-5199e3a3f993,5e856267-ebf1-45f2-a1b0-e389dc00a86c,Life Sciences Entrepreneurship Development Program,Concordia University,Jun 2024,,,,Life Sciences Entrepreneurship Development Program Concordia University Issued Jun 2024 Show credential,0
b6128b17-0ef9-47d8-a34a-dabac9bb8540,5e856267-ebf1-45f2-a1b0-e389dc00a86c,Certificat d'accomplissement Programme Québécois d’Entrepreneuriat Scientifique (QcES),V1 Studio,Dec 2023,,Credential ID 00903482657612,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fverified%2Esertifier%2Ecom%2Ffr%2Fverify%2F00903482657612%2F&urlhash=JWlb&mt=kLXcM58lUvcYE4aa5YUpsVlRhGjIU7uET3XaxTs5itLE-kNnp3KpbPwd08Mi_zT2DbIBLVrkaSQYElMgdHk87xCUA3k&isSdui=true,Certificat d'accomplissement Programme Québécois d’Entrepreneuriat Scientifique (QcES) V1 Studio Issued Dec 2023 Credential ID 00903482657612 Show credential,1
a4bfb157-f755-4f8e-b99e-35222bdbf6ca,5e856267-ebf1-45f2-a1b0-e389dc00a86c,My Green Lab Ambassador Program,My Green Lab,Jan 2023,,,,My Green Lab Ambassador Program My Green Lab Issued Jan 2023 Show credential,2
4549295f-5f6b-4363-a327-9bb03c100019,5e856267-ebf1-45f2-a1b0-e389dc00a86c,Psychologie de la négociation,Université catholique de Louvain,Jan 2019,,Credential ID 674f6bbcd47c40398ef477a77173b396,,Psychologie de la négociation Université catholique de Louvain Issued Jan 2019 Credential ID 674f6bbcd47c40398ef477a77173b396 Show credential,3
0f8ae19e-60bc-46a2-a74b-ffb9c9ba4a48,467b58a8-c368-4eb9-af6e-c36368fcad1b,AI Strategic Leadership Bootcamp,Section,Oct 2025,,,,AI Strategic Leadership Bootcamp Section Issued Oct 2025 Show credential,0
ef90f87f-1185-41a4-974a-6132f6cab495,467b58a8-c368-4eb9-af6e-c36368fcad1b,AI for Sales,Section,Aug 2025,,,,AI for Sales Section Issued Aug 2025 Show credential,1
7360fb4a-e8b1-4826-995a-c8b1134d3816,467b58a8-c368-4eb9-af6e-c36368fcad1b,Certified Red Team Coach,Coaching.com,Aug 2023,,,,Certified Red Team Coach Coaching.com Issued Aug 2023 Show credential,2
4ff90d32-88c2-4c5a-9a4e-cf7c5e250ae3,467b58a8-c368-4eb9-af6e-c36368fcad1b,Personal Leadership & Organizational Culture Masterclass,WOBI,,,,,Personal Leadership & Organizational Culture Masterclass WOBI Show credential,3
11662fb4-bbf6-4202-babb-0dfa605e0155,467b58a8-c368-4eb9-af6e-c36368fcad1b,Strategy Implementation Professional,Social Grow Strategy Institute,Jan 2021,,,,Strategy Implementation Professional Social Grow Strategy Institute Issued Jan 2021 Show credential,4
0824883f-3edb-4ab5-80e9-826b25873c06,467b58a8-c368-4eb9-af6e-c36368fcad1b,Marshall Goldsmith Certified Leadership Coach,Marshall Goldsmith Stakeholder Centered Coaching,Jun 2020,,,,Marshall Goldsmith Certified Leadership Coach Marshall Goldsmith Stakeholder Centered Coaching Issued Jun 2020,5
d7e5c897-33fc-4b30-a607-d6072759b796,467b58a8-c368-4eb9-af6e-c36368fcad1b,Healthcare Informatics,The University of Chicago Graham School,May 2018,,Credential ID 11584003,https://www.linkedin.com/safety/go/?url=https%3A%2F%2Fuchicago%2Ecredential%2Egetsmarter%2Ecom%2Flu89qz0j&urlhash=LSrd&mt=5GzV85yuOAr9qXLL4ewQPhENY4CTnzHaY7AU56lUfFC2IssALYUgjwE17w-Klt9EMDrnaaOdCLZkh_SNgiywEBbEzgE&isSdui=true,Healthcare Informatics The University of Chicago Graham School Issued May 2018 Credential ID 11584003 Show credential,6
e6d3351f-8533-4324-b9b0-7cf7a666ac49,b6abe8fc-27aa-448d-842f-7327186cd770,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
bc60ad5f-2418-4c85-89a2-7cb5b4584087,306d296a-a4e0-415a-9b60-43b32f699742,Medical Doctor,College of Physicians & Surgeons of Alberta (CPSA),,,,,Medical Doctor College of Physicians & Surgeons of Alberta (CPSA),0
b82395b7-dbc2-443f-9648-a33dfbf383ca,306d296a-a4e0-415a-9b60-43b32f699742,Child and Adolescent Psychiatry,"American Board of Psychiatry and Neurology, Inc.",,,,,"Child and Adolescent Psychiatry American Board of Psychiatry and Neurology, Inc.",1
b17cf5f8-f88d-49fc-b31b-09db45ad6119,306d296a-a4e0-415a-9b60-43b32f699742,Psychiatry,"American Board of Psychiatry and Neurology, Inc.",,,,,"Psychiatry American Board of Psychiatry and Neurology, Inc.",2
9e8eaa15-f221-478a-a5bd-91cc16c117b6,08f6069c-04d7-4705-9246-7b83ddd63677,"Dylan Terstege, PhD",· 3rd,,,,,"Dylan Terstege, PhD · 3rd Neuroscience Postdoctoral Fellow Message",0
29aefbcd-8d61-4930-9a6a-b2c17450872c,08f6069c-04d7-4705-9246-7b83ddd63677,Tuan Trang,· 2nd,,,,,Tuan Trang · 2nd Professor at University of Calgary Connect,1
449d59be-dc53-4486-b708-8267def9d544,08f6069c-04d7-4705-9246-7b83ddd63677,Richard Dyck,· 2nd,,,,,Richard Dyck · 2nd Professor at University of Calgary Connect,2
3e414c33-430f-498c-9a26-c4ef0bc59a11,08f6069c-04d7-4705-9246-7b83ddd63677,Hoda Ranjbar,· 3rd,,,,,Hoda Ranjbar · 3rd Neuroscientist | Electrophysiology & Neural Circuitry Message,3
12d14320-b94b-489f-8afb-f947cb800618,08f6069c-04d7-4705-9246-7b83ddd63677,Matt Dawson,· 2nd,,,,,Matt Dawson · 2nd PhD candidate at University of Calgary Connect,4
44a532ac-5417-4b29-aa42-e141ac00792f,c23d96d8-1472-41b0-9cde-29f3d77fdc95,Brain Economy Seminar,Rice University's Baker Institute for Public Policy,Apr 2025,,,,Brain Economy Seminar Rice University's Baker Institute for Public Policy Issued Apr 2025 Policy Leadership Program Certificates_Spring2025-3.pdf Awarded an Executive Certificate for the successful completion of the Brain Economy Seminar (Spring 2025) through the James A. Baker III Policy Leadership Program at Rice University’s Baker Institute for Public Policy,0
a9a6e242-ef81-4183-8b3e-92d7719ec46a,c23d96d8-1472-41b0-9cde-29f3d77fdc95,Certified Innovation Leader (CIL),IXL Center,Aug 2023,,,,Certified Innovation Leader (CIL) IXL Center Issued Aug 2023 Skills: Healthcare Leadership,1
d39201a2-a631-4cf2-b5e3-f704d7b24d95,c23d96d8-1472-41b0-9cde-29f3d77fdc95,Advanced Cardiovascular Life Support (ACLS),ACLS Medical Training,Jan 2018,,,,Advanced Cardiovascular Life Support (ACLS) ACLS Medical Training Issued Jan 2018,2
30500239-2a2b-421d-bfa7-d3532d2d1585,c23d96d8-1472-41b0-9cde-29f3d77fdc95,"Clinical Fellow, Internal Medicine",Royal College of Physicians and Surgeons of Canada,Jan 2015,,,,"Clinical Fellow, Internal Medicine Royal College of Physicians and Surgeons of Canada Issued Jan 2015",3
fe78dcb5-094a-47ae-b145-685fac8c71c8,c23d96d8-1472-41b0-9cde-29f3d77fdc95,"Clinical Fellow, Geriatric Medicine",Royal College of Physicians and Surgeons of Canada,Jan 2016,,,,"Clinical Fellow, Geriatric Medicine Royal College of Physicians and Surgeons of Canada Issued Jan 2016",4
e6e19440-aca2-4480-88b6-9174b53f5652,4c8ebcaf-cccc-44fd-9836-461d376a057f,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
fe10e02b-6bb8-4af1-a170-f88b9cfa9d43,6f932e54-55e2-4b0e-9e01-07c7336e77c1,Why am I seeing this ad?,Manage your ad preferences,,,,,Ad Options Why am I seeing this ad? Manage your ad preferences Hide or report this ad I don’t want to see this ad in my feed,0
06d61c76-8565-4e9e-8382-68dd2330e959,25cf7d51-e729-4b31-94d5-30afa3693b7e,Angela Shymanski,· 3rd,,,,,"Angela Shymanski · 3rd Practice Improvement Coach, Doctors of BC Message",0
43539cb9-d93e-45e9-aa63-149e152e7f41,25cf7d51-e729-4b31-94d5-30afa3693b7e,"David Volders, MD",· 3rd,,,,,"David Volders, MD · 3rd Neuroradiology Division Lead @ University of Toronto | Diagnostic Neuroradiology, Interventional Neuroradiology Message",1
a8f6b3e8-5917-4278-af4b-af1d120483fe,25cf7d51-e729-4b31-94d5-30afa3693b7e,Gagandeep Kaur,· 3rd,,,,,Gagandeep Kaur · 3rd Student at Fleming College Message,2
dd58bd78-f8e3-4c65-aee0-3e6a265c990e,25cf7d51-e729-4b31-94d5-30afa3693b7e,Anel Meintjes,· 3rd,,,,,Anel Meintjes · 3rd SaferCare Provider Engagement Lead Message,3
f2e826f5-3371-44f3-aa58-16f5ffd18640,25cf7d51-e729-4b31-94d5-30afa3693b7e,Breanna Spurr,· 3rd+,,,,,Breanna Spurr · 3rd+ Licensed Practical Nurse at Interior Health Authority Message,4
780cfc2a-7954-47c4-be19-43f096a73d4b,52e097be-51a5-4d40-9461-35eb784226f6,Exam Certificate: EXIN Cloud Computing Foundation Certificate (CLOUDF),EXIN,Dec 2025,,Credential ID 6657099.20907952,,Exam Certificate: EXIN Cloud Computing Foundation Certificate (CLOUDF) EXIN Issued Dec 2025 Credential ID 6657099.20907952 Show credential,0
88d9544b-0f98-4c1e-9463-57689a51b91e,52e097be-51a5-4d40-9461-35eb784226f6,EF SET English Certificate 52/100 (B2 Upper Intermediate),EF SET,May 2025,,,,EF SET English Certificate 52/100 (B2 Upper Intermediate) EF SET Issued May 2025 Show credential,1
35dd045c-b3ff-4142-8c73-cbcb704ff613,82c4508c-2079-4fa8-979e-cdd3e77e12ea,Faculty Development Program in Brain Behavior and Cognitive Neuroscience,Centre for Development of Advanced Computing (C-DAC),May 2026,,,,Faculty Development Program in Brain Behavior and Cognitive Neuroscience Centre for Development of Advanced Computing (C-DAC) Issued May 2026 Faculty Development Program in Brain Behaviour and Cognitive Neuroscience,0
043cfe65-635e-46a3-a47b-11451f1dc258,82c4508c-2079-4fa8-979e-cdd3e77e12ea,Certificate in Childhood Assessment Program,Sensable Child,,,,,Certificate in Childhood Assessment Program Sensable Child,1
